sin(HooC), energy A1 / Hartree, energy B1 / Hartree, energy B2 / Hartree, energy A2 / Hartree
    0.000000000000000,   -286.0945184995,   -285.9453200579,   -285.9159186745,   -285.8659277742
    0.099916689123063,   -286.0940349368,   -285.9448235363,   -285.9157784755,   -285.8654775884
    0.199334001349667,   -286.0925684517,   -285.9433233825,   -285.9153283718,   -285.8641205145
    0.297755058348724,   -286.0900783987,   -285.9407936080,   -285.9144872139,   -285.8618439925
    0.394687960671227,   -286.0865009141,   -285.9371935662,   -285.9131280887,   -285.8586328433
    0.489648248125249,   -286.0817516649,   -285.9324724423,   -285.9110839084,   -285.8544736797
    0.582161306201041,   -286.0757240039,   -285.9265763930,   -285.9081426923,   -285.8493499965
    0.671764773761735,   -286.0682843628,   -285.9194678496,   -285.9040242673,   -285.8432266809
    0.758010821645075,   -286.0592782733,   -285.9111804305,   -285.8983318812,   -285.8360691993
